segment_id,emotion,KEM_neutral,KEM_angry,KEM_happy,KEM_surprise,KEM_sad,KEM_fear,KEM_disgust
064-240,disgust,0.9132,0.0026,0.0039,0.002,0.076,0.0013,0.0011
064-241,disgust,0.9392,0.0103,0.0142,0.0018,0.0182,0.0003,0.0159
064-242,disgust,0.3268,0.2153,0.001,0.0026,0.0032,0.0006,0.4504
064-243,disgust,0.0371,0.954,0.0004,0.0024,0.0008,0.0006,0.0047
064-244,disgust,0.6766,0.029,0.0027,0.2501,0.0159,0.0139,0.0118
064-245,disgust,0.7383,0.0518,0.089,0.0291,0.0332,0.0016,0.057
064-281,angry,0.1653,0.4692,0.0232,0.1563,0.0047,0.0421,0.1392
064-282,angry,0.0637,0.0519,0.0027,0.0237,0.8464,0.007,0.0046
064-283,angry,0.1905,0.0215,0.0187,0.0062,0.7612,0.001,0.0008
064-284,angry,0.1075,0.4443,0.0003,0.2565,0.0004,0.1576,0.0334
064-285,angry,0.1939,0.0398,0.7416,0.0061,0.0089,0.0025,0.0073
064-286,angry,0.0101,0.9197,0.0003,0.0592,9.61E-05,0.0074,0.0033
064-287,angry,0.2244,0.1561,0.0011,0.0114,0.0003,0.0037,0.603
064-288,angry,0.5829,0.4034,0.0016,0.0041,0.0012,0.0007,0.0062
064-289,angry,0.019,0.9746,0.0003,0.0014,0.0003,0.0003,0.0041
064-290,angry,0.3517,0.0631,0.0039,0.4704,0.0889,0.0205,0.0015
064-291,angry,0.0654,0.8329,0.0003,0.0142,0.0004,0.0017,0.0851
064-292,angry,0.0769,0.8941,0.003,0.0025,0.0177,0.0004,0.0054
064-293,angry,0.1154,0.8557,0.0005,0.004,0.0003,0.0006,0.0235
064-294,angry,0.8688,0.0251,0.0619,0.0095,0.0063,0.0044,0.0239
064-295,angry,0.7525,0.094,0.0781,0.0365,0.0256,0.0041,0.0092
064-331,sad,0.9405,0.0327,0.0025,0.001,0.0087,0.0001,0.0145
064-332,sad,0.9457,0.0213,0.0038,0.0073,0.0143,0.004,0.0036
064-333,sad,0.8792,0.0044,0.0046,0.0014,0.1076,0.0014,0.0013
064-334,sad,0.352,0.0036,0.0217,0.0025,0.6132,0.0004,0.0066
064-335,sad,0.8135,0.0172,0.0569,0.0057,0.0758,0.0016,0.0294
064-336,sad,0.0153,0.0018,0.0006,0.0004,0.9813,0.0003,0.0003
064-337,sad,0.5457,0.0051,0.0082,0.0017,0.4363,0.0011,0.0019
064-338,sad,0.1495,0.0088,0.0054,0.0009,0.8297,0.0005,0.0051
064-339,sad,0.3421,0.2523,0.0003,0.0117,0.3737,0.0046,0.0154
064-340,sad,0.1105,0.0074,0.0006,0.0244,0.5534,0.301,0.0026
064-341,sad,0.0264,0.0061,0.0004,0.0008,0.9656,0.0001,0.0004
064-342,sad,0.7176,0.0027,0.0024,0.0017,0.273,0.0005,0.0021
064-343,sad,0.5615,0.025,0.3435,0.0098,0.0463,0.0022,0.0117
064-344,sad,0.1586,0.0039,0.0055,0.0005,0.8275,0.0003,0.0036
064-345,sad,0.0177,0.0022,0.0001,0.0006,0.9785,0.0003,0.0006
065-001,happy,0.446,0.0327,0.4473,0.0455,0.0211,0.0056,0.0019
065-002,happy,0.816,0.028,0.1311,0.0069,0.0124,0.001,0.0044
065-003,happy,0.91,0.0194,0.0073,0.0224,0.0076,0.0161,0.0172
065-004,happy,0.9065,0.0183,0.054,0.0075,0.0074,0.001,0.0053
065-005,happy,0.1127,0.0365,0.7922,0.0439,0.0099,0.004,0.0007
065-006,happy,0.6282,0.1679,0.0505,0.091,0.0212,0.0065,0.0347
065-007,happy,0.4666,0.4618,0.0134,0.0062,0.0011,0.0008,0.0502
065-008,happy,0.106,0.0075,0.8375,0.0341,0.0076,0.0059,0.0014
065-009,happy,0.3384,0.0077,0.5592,0.0092,0.0768,0.0058,0.003
065-010,happy,0.6975,0.1138,0.047,0.0068,0.1264,0.0013,0.0072
065-046,happy,0.385,0.1141,0.001,0.0016,0.0029,0.0004,0.495
065-047,happy,0.7568,0.0078,0.179,0.0108,0.0376,0.002,0.0059
065-048,happy,0.2045,0.0298,0.485,0.0092,0.2656,0.0024,0.0034
065-049,happy,0.5944,0.1439,0.1862,0.0454,0.0216,0.0044,0.004
065-050,happy,0.802,0.1206,0.0028,0.04,0.0059,0.0032,0.0256
065-051,surprise,0.1849,0.0088,0.7489,0.025,0.0203,0.0068,0.0053
065-052,surprise,0.5018,0.0774,0.2587,0.0695,0.0855,0.0046,0.0026
065-053,surprise,0.8136,0.0213,0.039,0.0938,0.0247,0.0046,0.003
065-054,surprise,0.764,0.0158,0.1334,0.0366,0.0322,0.0112,0.0068
065-055,surprise,0.4546,0.0539,0.0094,0.4514,0.005,0.0019,0.0239
065-056,surprise,0.3723,0.0179,0.4778,0.085,0.0265,0.0182,0.0023
065-057,surprise,0.1011,0.651,0.014,0.1717,0.014,0.0037,0.0445
065-058,surprise,0.2965,0.1128,0.0015,0.1544,0.3821,0.047,0.0058
065-059,surprise,0.8304,0.119,0.0126,0.0071,0.0188,0.0011,0.011
065-060,surprise,0.2547,0.6013,0.0012,0.0091,0.0003,0.0004,0.133
065-095,surprise,0.3227,0.526,0.0003,0.0345,0.0003,0.0039,0.1123
065-096,surprise,0.042,0.9427,0.0027,0.0106,0.0007,0.0002,0.0011
065-097,surprise,0.0883,0.0535,0.003,0.7693,0.0035,0.0815,0.0007
065-098,surprise,0.8016,0.0311,0.0356,0.014,0.1119,0.0024,0.0034
065-099,surprise,0.2321,0.4108,0.0042,0.3042,0.0306,0.0088,0.0093
065-101,neutral,0.9736,0.0106,0.0011,0.0006,0.0027,0.0001,0.0114
065-102,neutral,0.5171,0.3329,0.0006,0.1285,0.0007,0.0036,0.0166
065-103,neutral,0.7918,0.1089,0.0008,0.003,0.0042,0.0004,0.0909
065-104,neutral,0.942,0.028,0.0011,0.013,0.0102,0.0012,0.0044
065-105,neutral,0.8442,0.0182,0.0881,0.0064,0.0129,0.0004,0.0298
065-106,neutral,0.9304,0.024,0.0029,0.0014,0.0363,0.0002,0.0049
065-107,neutral,0.9198,0.0112,0.0395,0.0054,0.0052,0.002,0.0169
065-108,neutral,0.9338,0.0102,0.0033,0.002,0.049,0.0002,0.0015
065-109,neutral,0.1971,0.0531,0.699,0.0185,0.0272,0.0023,0.0028
065-110,neutral,0.4359,0.2674,0.004,0.0461,0.0345,0.0018,0.2103
065-146,neutral,0.8666,0.0929,0.0014,0.0007,0.001,0.0001,0.0373
065-147,neutral,0.9345,0.0494,0.0018,0.0026,0.0005,0.0002,0.011
065-148,neutral,0.4464,0.2749,0.0006,0.0336,0.0003,0.0035,0.2406
065-149,neutral,0.9251,0.0115,0.0217,0.0014,0.0337,0.0002,0.0064
065-150,neutral,0.8656,0.0863,0.0009,0.0026,0.0037,0.0005,0.0403
065-151,fear,0.8488,0.0361,0.0015,0.0046,0.0799,0.0064,0.0227
065-152,fear,0.0976,0.188,0.0108,0.2323,0.0287,0.3552,0.0873
065-153,fear,0.6543,0.0974,0.0299,0.0206,0.1899,0.0037,0.0043
065-154,fear,0.9283,0.0294,0.0125,0.0038,0.0173,0.0002,0.0085
065-155,fear,0.0763,0.0013,0.0012,0.0046,0.0029,0.9025,0.0112
065-156,fear,0.2718,0.1482,0.0077,0.3666,0.0037,0.085,0.117
065-157,fear,0.9079,0.0041,0.0562,0.0025,0.0228,0.0017,0.0048
065-158,fear,0.9608,0.0076,0.004,0.0008,0.0238,0.0002,0.0028
065-159,fear,0.0301,0.0019,0.0002,0.0212,0.0019,0.9419,0.0028
065-160,fear,0.8014,0.0273,0.0042,0.005,0.0325,0.0011,0.1286
065-196,fear,0.4493,0.1262,0.002,0.0051,0.3928,0.001,0.0235
065-197,fear,0.0556,0.0072,0.0004,0.0286,0.0006,0.8901,0.0174
065-198,fear,0.7011,0.014,0.1518,0.0207,0.0984,0.0062,0.0077
065-199,fear,0.3455,0.2096,0.0007,0.0143,0.3825,0.0008,0.0465
065-200,fear,0.9467,0.0061,0.0132,0.0041,0.0231,0.002,0.0047
065-201,disgust,0.3023,0.0541,0.0004,0.5155,0.0035,0.0887,0.0355
065-202,disgust,0.1495,0.0528,0.0005,0.3511,0.0009,0.4239,0.0213
065-203,disgust,0.1236,0.0104,0.0007,0.035,0.0007,0.7699,0.0597
065-204,disgust,0.9145,0.0164,0.0132,0.0294,0.0215,0.0031,0.002
065-205,disgust,0.8142,0.0117,0.0138,0.0043,0.1503,0.0012,0.0046
065-206,disgust,0.8469,0.0569,0.0006,0.0025,0.0023,0.0004,0.0905
065-207,disgust,0.8031,0.0138,0.0045,0.0567,0.107,0.0007,0.0142
065-208,disgust,0.1416,0.8442,0.0001,0.0026,0.0004,0.0003,0.0107
065-209,disgust,0.8117,0.0489,0.0064,0.0778,0.0127,0.005,0.0374
065-210,disgust,0.7142,0.0085,0.2065,0.0109,0.0528,0.0035,0.0037
065-246,disgust,0.4537,0.2185,0.1629,0.005,0.0921,0.0018,0.0659
065-247,disgust,0.5895,0.0159,0.0051,0.1493,0.2326,0.0059,0.0017
065-248,disgust,0.9394,0.0141,0.0096,0.0029,0.0315,0.0005,0.0019
065-249,disgust,0.508,0.037,0.0037,0.0277,0.0198,0.3733,0.0304
065-250,disgust,0.7717,0.0701,0.0152,0.0158,0.1011,0.0031,0.0231
065-251,angry,0.1021,0.8789,0.0044,0.0029,0.0018,0.0001,0.0098
065-252,angry,0.6717,0.1936,0.0022,0.0155,0.001,0.0011,0.1149
065-253,angry,0.2112,0.2794,0.001,0.0035,0.0322,0.0032,0.4696
065-254,angry,0.0489,0.0637,0.0003,0.0013,0.8807,0.0005,0.0045
065-255,angry,0.1514,0.8303,0.0006,0.0017,0.0006,0.0003,0.015
065-256,angry,0.7532,0.1177,0.1062,0.01,0.0019,0.0012,0.0097
065-257,angry,0.0179,0.978,9.77E-05,0.0017,0.0001,0.0001,0.0021
065-258,angry,0.0106,0.0672,0.0004,0.3451,0.0002,0.5694,0.007
065-259,angry,0.6612,0.1012,0.1135,0.0295,0.086,0.0036,0.0049
065-260,angry,0.8415,0.0927,0.0276,0.0089,0.0245,0.0005,0.0044
065-296,angry,0.751,0.2244,0.009,0.0055,0.0077,0.0003,0.0021
065-297,angry,0.1401,0.8013,0.0003,0.0097,0.0005,0.0006,0.0474
065-298,angry,0.8143,0.0878,0.0114,0.0108,0.0709,0.0006,0.0042
065-299,angry,0.8599,0.1179,0.01,0.0045,0.0043,0.0004,0.0031
065-300,angry,0.0096,0.9379,0.0059,0.014,0.0306,0.0013,0.0007
065-301,sad,0.6529,0.0039,0.1221,0.0036,0.2101,0.0014,0.006
065-302,sad,0.025,0.0141,0.0001,0.0011,0.9588,0.0004,0.0004
065-303,sad,0.81,0.0423,0.0043,0.0142,0.0078,0.0004,0.1209
065-304,sad,0.0818,0.0023,0.0014,0.0008,0.9127,0.0006,0.0003
065-305,sad,0.4009,0.0039,0.1379,0.0041,0.4481,0.0019,0.0031
065-306,sad,0.5685,0.0068,0.2722,0.0057,0.1389,0.0036,0.0042
065-307,sad,0.7125,0.0189,0.1523,0.0076,0.101,0.0033,0.0044
065-308,sad,0.2287,0.7037,0.0018,0.0257,0.0008,0.0042,0.0351
065-309,sad,0.9256,0.0063,0.0063,0.0025,0.057,0.0009,0.0013
065-310,sad,0.3927,0.0029,0.0044,0.0023,0.5937,0.0014,0.0027
065-346,sad,0.3573,0.0136,0.4981,0.0068,0.112,0.0054,0.0069
065-347,sad,0.4616,0.0131,0.0093,0.0008,0.5065,0.0013,0.0074
065-348,sad,0.8938,0.0395,0.0008,0.0014,0.0087,0.0002,0.0555
065-349,sad,0.0814,0.1025,0.0003,0.0035,0.8092,0.0015,0.0017
065-350,sad,0.6906,0.2442,0.0008,0.0031,0.0019,0.0011,0.0583
066-011,happy,0.5607,0.0062,0.0021,0.001,0.4287,0.0003,0.001
066-012,happy,0.7224,0.092,0.104,0.0229,0.027,0.0007,0.031
066-013,happy,0.8835,0.0623,0.0041,0.0022,0.0387,0.0003,0.0089
066-014,happy,0.0966,0.5572,0.0025,0.003,0.0017,0.0025,0.3366
066-015,happy,0.1756,0.586,0.0009,0.0075,0.0002,0.0005,0.2293
066-016,happy,0.5434,0.089,0.0746,0.0421,0.2353,0.0102,0.0053
066-017,happy,0.9628,0.0156,0.0045,0.0039,0.0116,0.0004,0.0013
066-018,happy,0.6482,0.1258,0.0769,0.0096,0.1132,0.0007,0.0255
066-019,happy,0.9463,0.0201,0.0167,0.0048,0.0084,0.0005,0.0031
066-020,happy,0.8886,0.0476,0.0121,0.0077,0.0036,0.0005,0.0397
066-021,happy,0.3529,0.0102,0.5233,0.0059,0.1008,0.0032,0.0038
066-022,happy,0.0332,0.0131,0.0005,0.0017,0.9507,0.0004,0.0004
066-023,happy,0.871,0.0339,0.0159,0.0102,0.0648,0.0029,0.0013
066-024,happy,0.6887,0.1434,0.0145,0.0047,0.0152,0.0007,0.1329
066-025,happy,0.8814,0.0087,0.0882,0.0042,0.0136,0.0008,0.0032
066-061,surprise,0.047,0.1178,0.006,0.0441,0.0046,0.0054,0.775
066-062,surprise,0.2415,0.6978,0.0014,0.0294,0.0034,0.0112,0.0153
066-063,surprise,0.9592,0.0054,0.0091,0.0048,0.0092,0.0011,0.0111
066-064,surprise,0.6294,0.284,0.0012,0.0042,0.0018,0.0003,0.079
066-065,surprise,0.1226,0.0857,0.003,0.7712,0.0031,0.0123,0.0021
066-066,surprise,0.9311,0.025,0.0019,0.0083,0.0218,0.0012,0.0107
066-067,surprise,0.0255,0.0145,0.0428,0.8927,0.0028,0.021,0.0007
066-068,surprise,0.5954,0.1566,0.0895,0.0262,0.1248,0.0022,0.0053
066-069,surprise,0.0413,0.6588,0.0102,0.2608,0.0003,0.0219,0.0068
066-070,surprise,0.0728,0.0558,0.0152,0.013,0.8414,0.0009,0.0009
066-071,surprise,0.6582,0.247,0.0009,0.0308,0.0022,0.0005,0.0603
066-072,surprise,0.6156,0.0567,0.0263,0.259,0.0017,0.0224,0.0182
066-073,surprise,0.6505,0.2247,0.041,0.0346,0.0419,0.0024,0.0048
066-074,surprise,0.9019,0.024,0.0071,0.0088,0.0558,0.0015,0.0008
066-075,surprise,0.0164,0.0059,0.0016,0.0259,0.0005,0.9477,0.0018
066-111,neutral,0.7338,0.1208,0.0006,0.0102,0.0012,0.0003,0.1331
066-112,neutral,0.9558,0.0258,0.0041,0.0046,0.0068,0.0005,0.0025
066-113,neutral,0.895,0.0123,0.0804,0.0067,0.0018,0.0003,0.0035
066-114,neutral,0.7251,0.1006,0.0032,0.0205,0.1371,0.0057,0.0078
066-115,neutral,0.8294,0.1272,0.0056,0.0064,0.0057,0.0003,0.0254
066-116,neutral,0.9034,0.073,0.0008,0.0019,0.0016,0.0002,0.0192
066-117,neutral,0.028,0.9541,0.0003,0.0136,8.91E-05,0.0007,0.0032
066-118,neutral,0.7958,0.1076,0.0014,0.0531,0.0005,0.0082,0.0334
066-119,neutral,0.5861,0.1334,0.003,0.2673,0.0024,0.005,0.0028
066-120,neutral,0.1327,0.0117,0.8427,0.0064,0.0031,0.0009,0.0024
066-121,neutral,0.9602,0.0163,0.0113,0.0018,0.0033,0.0002,0.007
066-122,neutral,0.8713,0.1082,0.0059,0.0041,0.0007,0.0002,0.0095
066-123,neutral,0.8262,0.1192,0.0017,0.0166,0.0007,0.0003,0.0352
066-124,neutral,0.8122,0.1676,0.0017,0.0033,0.0054,0.0001,0.0097
066-125,neutral,0.9693,0.0184,0.0029,0.0024,0.001,0.0003,0.0057
066-161,fear,0.0101,0.0158,0.0051,0.3247,0.0002,0.6391,0.005
066-162,fear,0.0384,0.1237,0.566,0.2103,0.024,0.026,0.0117
066-163,fear,0.2653,0.031,0.4373,0.0976,0.1459,0.0113,0.0116
066-164,fear,0.0186,0.0039,0.0047,0.1955,0.0007,0.772,0.0046
066-165,fear,0.0585,0.0402,0.7716,0.1102,0.0019,0.0162,0.0013
066-166,fear,0.0097,0.8583,0.0129,0.0502,0.001,0.0569,0.0109
066-167,fear,0.7592,0.1464,0.0061,0.0251,0.0502,0.0051,0.008
066-168,fear,0.0131,0.0408,0.004,0.2278,0.0004,0.6996,0.0144
066-169,fear,0.005,0.0068,0.0051,0.1861,0.0009,0.7947,0.0015
066-170,fear,0.2645,0.02,0.0688,0.4589,0.015,0.171,0.0017
066-171,fear,0.3571,0.2357,0.0008,0.0296,0.0008,0.0211,0.3551
066-172,fear,0.0841,0.7687,0.0012,0.0041,0.0003,0.0011,0.1404
066-173,fear,0.0767,0.1071,0.006,0.4303,0.0003,0.3661,0.0134
066-174,fear,0.0165,0.3506,0.0017,0.3345,0.0005,0.2856,0.0106
066-175,fear,0.1864,0.0355,0.7339,0.0234,0.0112,0.0053,0.0042
066-211,disgust,0.4168,0.0316,0.4891,0.0114,0.0424,0.0035,0.0053
066-212,disgust,0.6427,0.0253,0.0173,0.2641,0.044,0.0047,0.002
066-213,disgust,0.766,0.0288,0.0204,0.1659,0.0056,0.0093,0.004
066-214,disgust,0.1514,0.6123,0.0019,0.0026,0.1459,0.0015,0.0844
066-215,disgust,0.8936,0.0136,0.0042,0.0022,0.0164,0.0013,0.0686
066-216,disgust,0.9604,0.0051,0.004,0.0028,0.0262,0.0003,0.0012
066-217,disgust,0.871,0.0136,0.0952,0.0063,0.0094,0.0013,0.0032
066-218,disgust,0.2227,0.735,0.0014,0.003,0.002,0.0003,0.0356
066-219,disgust,0.7653,0.0861,0.0712,0.0246,0.0479,0.0011,0.0038
066-220,disgust,0.0327,0.9621,0.0002,0.0021,0.0003,0.0001,0.0026
066-221,disgust,0.1741,0.626,0.0122,0.0137,0.0012,0.0024,0.1705
066-222,disgust,0.2554,0.4765,0.0023,0.0059,0.0668,0.0016,0.1915
066-223,disgust,0.4387,0.1505,0.3581,0.0092,0.0058,0.0008,0.0368
066-224,disgust,0.7753,0.1112,0.0325,0.022,0.0553,0.001,0.0027
066-225,disgust,0.0431,0.0371,0.0011,0.0014,0.9163,0.0002,0.0008
066-261,angry,0.8679,0.0835,0.017,0.0118,0.0149,0.001,0.004
066-262,angry,0.0043,0.9883,0.0014,0.0037,0.001,0.0004,0.001
066-263,angry,0.4809,0.4861,0.0023,0.0058,0.0044,0.0005,0.02
066-264,angry,0.0416,0.9409,0.0008,0.0078,0.0013,0.0002,0.0074
066-265,angry,0.7237,0.0662,0.1897,0.0048,0.0072,0.0008,0.0076
066-266,angry,0.0234,0.0509,0.008,0.8806,0.0002,0.0348,0.002
066-267,angry,0.8054,0.0823,0.0629,0.0272,0.0178,0.0021,0.0024
066-268,angry,0.1771,0.7647,0.0016,0.009,0.0007,0.0009,0.0461
066-269,angry,0.7981,0.129,0.0408,0.0245,0.0019,0.0009,0.0048
066-270,angry,0.0218,0.0804,0.0018,0.4651,0.0003,0.4275,0.0032
066-271,angry,0.2723,0.1668,0.0089,0.0524,0.004,0.0022,0.4933
066-272,angry,0.45,0.0284,0.1784,0.2703,0.0098,0.0605,0.0026
066-273,angry,0.5458,0.0549,0.2691,0.0726,0.0524,0.0029,0.0023
066-274,angry,0.0118,0.9728,0.0005,0.0109,6.60E-05,0.0007,0.0033
066-275,angry,0.7904,0.008,0.1706,0.0096,0.005,0.0038,0.0126
066-311,sad,0.5759,0.0318,0.3026,0.0564,0.0186,0.0105,0.0042
066-312,sad,0.0139,0.0059,0.008,0.9039,0.0004,0.0671,0.0007
066-313,sad,0.0892,0.6755,0.0032,0.0502,0.1389,0.0175,0.0255
066-314,sad,0.8071,0.0245,0.0816,0.0084,0.0735,0.0019,0.003
066-315,sad,0.225,0.0168,0.678,0.0067,0.0659,0.0049,0.0027
066-316,sad,0.9231,0.008,0.0228,0.0019,0.0414,0.0005,0.0023
066-317,sad,0.6046,0.0108,0.2923,0.0068,0.0713,0.0101,0.0041
066-318,sad,0.2448,0.016,0.6672,0.0094,0.0516,0.0019,0.0091
066-319,sad,0.0738,0.6101,0.0011,0.2448,0.055,0.0118,0.0033
066-320,sad,0.0509,0.1416,0.0031,0.0063,0.7944,0.0007,0.003
066-321,sad,0.876,0.0165,0.0461,0.0081,0.0498,0.0015,0.0019
066-322,sad,0.0871,0.0231,0.0009,0.0082,0.7718,0.1053,0.0036
066-323,sad,0.8723,0.0043,0.0474,0.0013,0.0595,0.0005,0.0147
066-324,sad,0.5215,0.0161,0.3278,0.0057,0.1253,0.0013,0.0022
066-325,sad,0.6388,0.0054,0.0105,0.0012,0.342,0.0002,0.0017
067-026,happy,0.9007,0.023,0.0281,0.0306,0.0037,0.0038,0.0102
067-027,happy,0.5424,0.0053,0.4268,0.0063,0.0098,0.0073,0.0021
067-028,happy,0.0269,0.0318,0.0036,0.2004,0.0004,0.7292,0.0077
067-029,happy,0.8094,0.1427,0.0073,0.0148,0.0121,0.0019,0.0118
067-030,happy,0.1965,0.7328,0.0006,0.0049,0.0007,0.0003,0.0642
067-031,happy,0.5287,0.0175,0.4149,0.0078,0.0164,0.0012,0.0135
067-032,happy,0.631,0.2571,0.0378,0.0057,0.0029,0.0002,0.0653
067-033,happy,0.5521,0.0856,0.0169,0.0096,0.3242,0.0079,0.0036
067-034,happy,0.105,0.0046,0.8735,0.0059,0.0074,0.0021,0.0015
067-035,happy,0.0325,0.0347,0.0009,0.0025,0.9287,0.0003,0.0003
067-036,happy,0.8748,0.0319,0.0422,0.0086,0.0347,0.0007,0.0071
067-037,happy,0.1925,0.0091,0.7702,0.0095,0.0143,0.0022,0.0022
067-038,happy,0.3724,0.2849,0.0289,0.0071,0.3012,0.0008,0.0047
067-039,happy,0.7476,0.0124,0.1851,0.0038,0.0422,0.0006,0.0083
067-040,happy,0.7265,0.0133,0.1371,0.0766,0.0039,0.0135,0.0291
067-076,surprise,0.2558,0.0322,0.0008,0.0108,0.6907,0.0078,0.0019
067-077,surprise,0.59,0.0449,0.0212,0.0646,0.0278,0.0239,0.2276
067-078,surprise,0.5502,0.163,0.119,0.0075,0.0691,0.0013,0.0899
067-079,surprise,0.8504,0.051,0.0022,0.0194,0.0735,0.0026,0.0008
067-080,surprise,0.5495,0.124,0.2515,0.0202,0.0481,0.0012,0.0055
067-081,surprise,0.182,0.0284,0.0022,0.4684,0.0049,0.3105,0.0036
067-082,surprise,0.942,0.0153,0.0138,0.0037,0.0219,0.0006,0.0027
067-083,surprise,0.1529,0.0788,0.0023,0.6169,0.0009,0.1417,0.0065
067-084,surprise,0.4282,0.3746,0.0006,0.1611,0.0005,0.0087,0.0263
067-085,surprise,0.0685,0.0419,0.0004,0.504,0.0016,0.3728,0.0107
067-086,surprise,0.2003,0.7614,0.0003,0.022,0.0004,0.0033,0.0123
067-087,surprise,0.4997,0.0408,0.0798,0.344,0.013,0.0208,0.0018
067-088,surprise,0.3084,0.6301,0.0007,0.0035,0.0007,0.0003,0.0562
067-089,surprise,0.7196,0.0273,0.1025,0.0892,0.0463,0.0108,0.0044
067-090,surprise,0.022,0.9633,0.0002,0.007,5.02E-05,0.0006,0.0069
067-126,neutral,0.4157,0.0115,0.5331,0.0042,0.029,0.001,0.0055
067-127,neutral,0.8006,0.0086,0.1722,0.0044,0.0059,0.0031,0.0052
067-128,neutral,0.6389,0.2041,0.0536,0.0215,0.0013,0.0008,0.0797
067-129,neutral,0.9037,0.0266,0.0536,0.0078,0.0033,0.0008,0.0042
067-130,neutral,0.2565,0.6306,0.0014,0.0227,0.0003,0.0008,0.0877
067-131,neutral,0.6461,0.066,0.1071,0.0053,0.1689,0.0004,0.006
067-132,neutral,0.8846,0.0947,0.0017,0.0031,0.0031,0.0004,0.0124
067-133,neutral,0.344,0.0364,0.0059,0.5934,0.0096,0.0074,0.0032
067-134,neutral,0.9247,0.0575,0.0044,0.0024,0.0017,0.0002,0.0092
067-135,neutral,0.4676,0.3706,0.0006,0.018,0.0014,0.0063,0.1355
067-136,neutral,0.8691,0.0085,0.0996,0.0086,0.009,0.0015,0.0036
067-137,neutral,0.966,0.0181,0.0011,0.0029,0.0085,0.0003,0.0032
067-138,neutral,0.8747,0.0189,0.0024,0.0164,0.0008,0.0256,0.0611
067-139,neutral,0.2371,0.5759,0.0008,0.1489,0.0002,0.0091,0.0281
067-140,neutral,0.8839,0.0845,0.0022,0.0028,0.001,0.0002,0.0255
067-175,fear,0.5546,0.0482,0.3226,0.0246,0.0364,0.0038,0.0097
067-176,fear,0.3955,0.0608,0.0498,0.0632,0.0011,0.3771,0.0525
067-177,fear,0.9513,0.0147,0.0104,0.0043,0.0062,0.0009,0.0121
067-178,fear,0.1081,0.2812,0.0484,0.548,0.0019,0.0056,0.0069
067-179,fear,0.8549,0.0675,0.0062,0.0348,0.0277,0.0022,0.0069
067-181,fear,0.2168,0.1298,0.0024,0.2395,0.3197,0.0535,0.0382
067-182,fear,0.1053,0.0065,0.0007,0.4866,0.0038,0.3932,0.0039
067-183,fear,0.3485,0.5638,0.0002,0.0087,0.0018,0.0014,0.0755
067-184,fear,0.5156,0.4045,0.0033,0.0054,0.0036,0.0007,0.0669
067-185,fear,0.8749,0.0074,0.0016,0.0044,0.1088,0.0012,0.0016
067-186,fear,0.265,0.0329,0.5393,0.0251,0.124,0.0085,0.0051
067-187,fear,0.1537,0.8135,0.0076,0.0061,0.0061,0.0003,0.0127
067-188,fear,0.3225,0.4155,0.004,0.0063,0.0218,0.0184,0.2115
067-189,fear,0.8469,0.0155,0.0524,0.0064,0.0054,0.0019,0.0714
067-190,fear,0.1244,0.8649,9.90E-05,0.0043,0.0015,0.0003,0.0045
067-226,disgust,0.841,0.0039,0.0293,0.0021,0.1184,0.0009,0.0044
067-227,disgust,0.1017,0.8376,0.0003,0.0435,0.0016,0.0024,0.013
067-228,disgust,0.8052,0.0293,0.0039,0.0673,0.0893,0.0008,0.0041
067-229,disgust,0.2662,0.3684,0.2542,0.0035,0.0506,0.002,0.0551
067-230,disgust,0.8433,0.1456,0.0011,0.0019,0.0018,0.0002,0.0061
067-231,disgust,0.4456,0.0182,0.2604,0.0081,0.261,0.0033,0.0033
067-232,disgust,0.4949,0.0516,0.0017,0.0033,0.3699,0.0005,0.078
067-233,disgust,0.8921,0.0174,0.0107,0.0463,0.0185,0.0006,0.0144
067-234,disgust,0.5671,0.0218,0.0012,0.2076,0.0109,0.1596,0.0319
067-235,disgust,0.599,0.0119,0.2342,0.0054,0.1419,0.002,0.0056
067-236,disgust,0.742,0.0552,0.0042,0.0357,0.0116,0.0069,0.1443
067-237,disgust,0.959,0.0084,0.0045,0.0015,0.0126,0.0004,0.0136
067-238,disgust,0.7478,0.0047,0.2079,0.0025,0.0318,0.0006,0.0047
067-239,disgust,0.2965,0.0389,0.0006,0.5923,0.0051,0.0599,0.0067
067-240,disgust,0.9198,0.0151,0.007,0.0076,0.0456,0.0032,0.0017
067-276,angry,0.0269,0.4255,0.0037,0.3856,0.0006,0.1251,0.0326
067-277,angry,0.6105,0.0997,0.006,0.1891,0.0012,0.0381,0.0554
067-278,angry,0.8773,0.0248,0.0717,0.0072,0.0134,0.0006,0.005
067-279,angry,0.9242,0.0101,0.0424,0.0113,0.0074,0.002,0.0025
067-280,angry,0.674,0.0122,0.1795,0.0367,0.0032,0.0777,0.0167
067-281,angry,0.2888,0.4831,0.0096,0.0984,0.0087,0.0137,0.0978
067-282,angry,0.1296,0.2611,0.0038,0.0246,0.5714,0.002,0.0074
067-283,angry,0.2563,0.024,0.021,0.0066,0.6904,0.0009,0.0008
067-284,angry,0.0628,0.5617,0.0004,0.2614,0.0002,0.0925,0.021
067-285,angry,0.1704,0.1004,0.701,0.0103,0.0071,0.0034,0.0073
067-286,angry,0.011,0.928,0.0004,0.0505,9.30E-05,0.0068,0.0033
067-287,angry,0.1273,0.4605,0.0013,0.0262,0.0002,0.0037,0.3808
